,OffSex,OffRace,INCIDENT_DATE_LESS_,OFF_INJURE_DESC,OFF_HOSPIT,CitRace,CitSex,SUBJ_INJURE_DESC,CIT_ARREST,CIT_INFL_A,CITChargeT,SERVICE_TY,UOF_REASON,ForceType1
816,Male,White,1,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Unknown Drugs,"Warrant/Hold, Resisting Arrest, Drug Possession - Felony, Other Misdemeanor Arrest",Arrest,Arrest,Handcuffing Take Down
817,Male,White,6,No injuries noted or visible,No,White,Male,OC Spray Treatment,Yes,Alchohol,Public Intoxication,Arrest,Arrest,Hand Controlled Escort
818,Male,White,32,No injuries noted or visible,No,Black,Male,"Abrasion/Scrape, Bite",Yes,No reason,Unauthorize Use Vehicle,Arrest,Arrest,K-9 Deployment
819,Male,White,16,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Mentally unstable,APOWW,Service Call,Barricaded Person,Taser
820,Male,White,4,"Abrasion/Scrape, Bruise",No,Black,Male,No injuries noted or visible,Yes,Alchohol and unknown drugs,"Evading Arrest, Warrant/Hold, Other Felony Arrest, DWI",Arrest,Arrest,Verbal Command
821,Male,Black,7,No injuries noted or visible,No,White,Female,No injuries noted or visible,Yes,Mentally unstable,APOWW,Arrest,Danger to self or others,Take Down - Group
822,Male,White,3,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,Alchohol,Public Intoxication,Service Call,Arrest,Take Down - Arm
823,Female,White,2,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,No reason,"Assault/FV, Assault, Resisting Arrest, Resisting Search and Transport, Warrant/Hold",Arrest,Arrest,Verbal Command
824,Male,White,8,No injuries noted or visible,No,Black,Male,Laceration/Cut,Yes,Alchohol,Public Intoxication,Arrest,Other,Hand Controlled Escort
825,Male,White,11,No injuries noted or visible,No,Black,Male,No injuries noted or visible,No,FD-Unknown if Armed,No Arrest,Service Call,Weapon Display,Weapon display at Person
826,Male,White,2,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,No reason,Other Felony Arrest,Service Call,Danger to self or others,Weapon display at Person
827,Male,Hispanic,19,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Unknown Drugs,"Evading Arrest, Warrant/Hold",Arrest,Arrest,Take Down - Group
828,Male,White,3,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Mentally unstable,APOWW,Call for Cover,Danger to self or others,Held Suspect Down
829,Male,White,8,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,Alchohol,"Public Intoxication, Resisting Arrest",Arrest,Detention/Frisk,Verbal Command
830,Male,Hispanic,21,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,No reason,Prostitution,Arrest,Arrest,Verbal Command
831,Male,Hispanic,4,Fatigue,No,White,Male,No injuries noted or visible,Yes,None detected,"Assault/FV, Resisting Arrest",Service Call,Arrest,BD - Pushed
832,Male,Black,19,No injuries noted or visible,No,Black,Male,No injuries noted or visible,No,No reason,No Arrest,Crime in Progress,Weapon Display,Weapon display at Person
833,Male,Hispanic,19,No injuries noted or visible,No,White,Female,No injuries noted or visible,Yes,Alchohol and unknown drugs,Public Intoxication,Arrest,Arrest,Take Down - Arm
834,Male,White,2,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,No reason,"Warrant/Hold, Other Misdemeanor Arrest, DWLS, Resisting Arrest",Traffic Stop,Arrest,Verbal Command
835,Female,Hispanic,3,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,Mentally unstable,Assault/FV,Arrest,Arrest,Held Suspect Down
836,Male,White,9,No injuries noted or visible,No,Black,Male,Puncture,Yes,Mentally unstable,"Resisting Arrest, Assault/FV",Arrest,Arrest,Taser
837,Male,White,3,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,Alchohol,Warrant/Hold,Arrest,Weapon Display,Verbal Command
838,Female,White,2,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,Alchohol,Public Intoxication,Service Call,Weapon Display,Weapon display at Person
839,Male,White,7,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,None detected,"Warrant/Hold, Evading Arrest",Arrest,Other,Take Down - Arm
840,Male,White,9,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Alchohol and unknown drugs,"Drug Possession - Felony, Drug Possession - Misdemeanor, Warrant/Hold",Arrest,Active Aggression,Held Suspect Down
841,Female,Hispanic,14,No injuries noted or visible,No,Hispanic,Male,OC Spray Treatment,Yes,Alchohol and unknown drugs,APOWW,Off-Duty Employment,Active Aggression,OC Spray
842,Male,White,1,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,No,NULL,No Arrest,Service Call,Detention/Frisk,Verbal Command
843,Male,Hispanic,2,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Alchohol and unknown drugs,"Evading Arrest, Drug Possession - Felony, Drug Possession - Misdemeanor",Service Call,Detention/Frisk,Verbal Command
844,Male,Black,1,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,Alchohol,Public Intoxication,Arrest,Other,BD - Grabbed
845,Female,White,8,No injuries noted or visible,No,Black,Male,No injuries noted or visible,No,Unknown Drugs,No Arrest,Suspicious Activity,Weapon Display,Verbal Command
846,Male,Hispanic,3,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Alchohol and unknown drugs,Public Intoxication,Other ( In Narrative),Active Aggression,Hand Controlled Escort
847,Male,Hispanic,19,No injuries noted or visible,No,White,Male,Puncture,Yes,Mentally unstable,Burglary/Habitation,Arrest,Arrest,Take Down - Arm
848,Male,Hispanic,1,No injuries noted or visible,No,Black,Male,No injuries noted or visible,No,Marijuana,No Arrest,Service Call,Other,Weapon display at Person
849,Male,White,7,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,Alchohol,"Public Intoxication, Resisting Arrest",Service Call,Other,Joint Locks
850,Male,White,4,No injuries noted or visible,No,Other,Male,Abrasion/Scrape,Yes,Alchohol,DWI,Arrest,Arrest,BD - Pushed
851,Male,White,2,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,FD-Suspect w/ Gun,No Arrest,Crime in Progress,Weapon Display,Weapon display at Person
852,Male,Hispanic,2,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,None detected,"City Ordinance Violation, Fail to ID",Arrest,Arrest,Taser Display at Person
853,Male,Hispanic,7,No injuries noted or visible,No,Black,Male,Puncture,Yes,No reason,"DWI, Assault/Public Servant, Drug Possession - Felony, Other Felony Arrest",Call for Cover,Arrest,BD - Pushed
854,Male,Hispanic,3,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,Unknown Drugs,Resisting Arrest,Service Call,Detention/Frisk,Verbal Command
855,Male,Black,9,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Marijuana,Public Intoxication,Service Call,Detention/Frisk,Hand Controlled Escort
856,Female,Hispanic,1,Bruise,No,Black,Female,No injuries noted or visible,Yes,Mentally unstable,Assault/FV,Arrest,Arrest,BD - Grabbed
857,Male,White,7,Abrasion/Scrape,No,Black,Male,Abrasion/Scrape,Yes,Unknown Drugs,APOWW,Call for Cover,Arrest,BD - Grabbed
858,Male,White,9,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,No reason,Disorderly Conduct,Service Call,Active Aggression,BD - Pushed
859,Male,White,13,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,FD-Suspect w/ Gun,"Assault/FV, Other Felony Arrest, Robbery",Crime in Progress,Weapon Display,Weapon display at Person
860,Male,Black,6,No injuries noted or visible,No,Black,Male,No injuries noted or visible,No,Unknown Drugs,No Arrest,Service Call,Active Aggression,BD - Grabbed
861,Male,Hispanic,6,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,Unknown Drugs,"Disorderly Conduct, Evading Arrest",Arrest,Arrest,BD - Grabbed
862,Male,White,11,No injuries noted or visible,No,Black,Male,No injuries noted or visible,No,FD-Unknown if Armed,No Arrest,Service Call,Weapon Display,Weapon display at Person
863,Male,White,5,No injuries noted or visible,No,Black,Male,Injured prior to contact,No,No reason,No Arrest,Service Call,Other,Weapon display at Person
864,Female,White,8,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,Unknown Drugs,"Assault/FV, Resisting Arrest, Drug Possession - Misdemeanor, Warrant/Hold",Arrest,Arrest,Hand Controlled Escort
865,Male,White,7,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,No reason,"Assault/FV, Warrant/Hold",Service Call,Arrest,Verbal Command
866,Male,White,6,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Unknown Drugs,"Theft, Resisting Arrest",Service Call,Arrest,Verbal Command
867,Male,Black,3,No injuries noted or visible,No,White,Male,No injuries noted or visible,No,FD-Suspect w/ Gun,No Arrest,Service Call,Weapon Display,Weapon display at Person
868,Male,White,11,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,No reason,"Assault, Resisting Arrest",Arrest,Arrest,BD - Grabbed
869,Male,Black,14,No injuries noted or visible,No,Black,Male,Abrasion/Scrape,Yes,Unknown Drugs,"Public Intoxication, Resisting Arrest",Arrest,Active Aggression,Hand/Arm/Elbow Strike
870,Female,Hispanic,1,Abrasion/Scrape,No,Black,Male,Abrasion/Scrape,Yes,Alchohol and unknown drugs,Assault,Arrest,Arrest,Take Down - Arm
871,Male,Hispanic,9,No injuries noted or visible,No,Black,Male,No injuries noted or visible,No,Marijuana,No Arrest,Service Call,Other,Weapon display at Person
872,Male,White,4,No injuries noted or visible,No,White,Male,Laceration/Cut,Yes,Mentally unstable,Warrant/Hold,Arrest,Danger to self or others,Pressure Points
873,Male,White,6,No injuries noted or visible,No,White,Male,No injuries noted or visible,No,Mentally unstable,No Arrest,Service Call,Arrest,Weapon display at Person
874,Male,Black,7,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Alchohol,Assault/FV,Arrest,Active Aggression,Taser Display at Person
875,Male,White,9,No injuries noted or visible,No,Other,Male,No injuries noted or visible,No,FD-Unknown if Armed,No Arrest,Service Call,Other,Verbal Command
876,Male,Black,1,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,Alchohol and unknown drugs,Other Felony Arrest,Arrest,Weapon Display,Weapon display at Person
877,Male,Black,1,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Alchohol and unknown drugs,No Arrest,Arrest,Weapon Display,Weapon display at Person
878,Male,White,11,No injuries noted or visible,No,Hispanic,Male,"none, Injured prior to contact",Yes,Alchohol and unknown drugs,Assault/FV,Arrest,Assault to Other Person,Take Down - Arm
879,Male,White,3,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,Marijuana,Assault/FV,Arrest,Active Aggression,Hand Controlled Escort
880,Male,Hispanic,2,Abrasion/Scrape,No,Hispanic,Male,"Redness/Swelling, Injured prior to contact",Yes,Alchohol and unknown drugs,"Assault/Public Servant, Warrant/Hold",Arrest,Arrest,Hand/Arm/Elbow Strike
881,Male,White,16,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,No,None detected,No Arrest,Arrest,Active Aggression,Hand Controlled Escort
882,Male,White,7,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,Alchohol,"Public Intoxication, Warrant/Hold",Arrest,Arrest,Taser Display at Person
883,Male,Black,1,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,Alchohol,Assault/FV,Pedestrian Stop,Other,Hand Controlled Escort
884,Male,White,7,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,No reason,No Arrest,Arrest,Danger to self or others,Taser
885,Male,White,6,No injuries noted or visible,No,Hispanic,Male,"Puncture, Laceration/Cut, Injured prior to contact",Yes,Alchohol and unknown drugs,"Assault/FV, Other Felony Arrest, Warrant/Hold",Arrest,Active Aggression,Weapon display at Person
886,Male,Hispanic,1,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Marijuana,Public Intoxication,Suspicious Activity,Danger to self or others,Verbal Command
887,Male,Hispanic,24,Bruise,No,Hispanic,Female,No injuries noted or visible,Yes,No reason,Other Misdemeanor Arrest,Arrest,Arrest,Take Down - Arm
888,Male,Black,19,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,No reason,Assault/FV,Call for Cover,Other,BD - Grabbed
889,Female,White,14,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,Mentally unstable,APOWW,Service Call,Active Aggression,Joint Locks
890,Male,Hispanic,7,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,Mentally unstable,APOWW,Service Call,Danger to self or others,Taser Display at Person
891,Male,Black,9,"Abrasion/Scrape, Redness/Swelling, Sprain/Strain",No,Black,Male,No injuries noted or visible,Yes,Unknown Drugs,"Evading Arrest, Warrant/Hold",Arrest,Arrest,Take Down - Group
892,Male,Hispanic,1,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,Mentally unstable,"Assault/FV, Assault/Public Servant",Service Call,Active Aggression,BD - Grabbed
893,Male,White,14,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,None detected,Assault/FV,Service Call,Arrest,Weapon display at Person
894,Male,White,29,No injuries noted or visible,No,White,Female,Laceration/Cut,Yes,No reason,APOWW,Other ( In Narrative),Arrest,Verbal Command
895,Male,White,2,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,None detected,"Sleeping in Public, Curfew Violation, Fail to ID",Arrest,Arrest,Verbal Command
896,Male,White,3,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,Alchohol and unknown drugs,"Public Intoxication, Resisting Arrest",Arrest,Danger to self or others,Hand Controlled Escort
897,Male,White,10,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,No,No reason,No Arrest,Traffic Stop,Other,Joint Locks
898,Male,Hispanic,9,Abrasion/Scrape,No,Black,Male,No injuries noted or visible,Yes,Alchohol,"Evading Arrest, Warrant/Hold",Suspicious Activity,Arrest,Take Down - Body
899,Male,White,7,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Alchohol and unknown drugs,"Public Intoxication, Drug Possession - Misdemeanor",Arrest,Danger to self or others,Verbal Command
900,Male,White,1,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,No,None detected,No Arrest,Service Call,Other,Weapon display at Person
901,Male,White,9,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,No,None detected,No Arrest,Traffic Stop,Active Aggression,BD - Grabbed
902,Male,White,3,No injuries noted or visible,No,Black,Female,No injuries noted or visible,No,Unknown Drugs,APOWW,Arrest,Danger to self or others,Joint Locks
903,Male,White,4,No injuries noted or visible,No,White,Male,No injuries noted or visible,No,Unknown Drugs,No Arrest,Suspicious Activity,Danger to self or others,Verbal Command
904,Male,White,2,No injuries noted or visible,No,Hispanic,Female,No injuries noted or visible,Yes,No reason,No Arrest,Service Call,Danger to self or others,Weapon display at Person
905,Male,Black,27,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,Alchohol,Public Intoxication,Arrest,Arrest,Hand Controlled Escort
906,Male,White,6,Abrasion/Scrape,No,Black,Male,"Laceration/Cut, OC Spray Treatment, Puncture, Treated by DFD",Yes,Unknown Drugs,"Public Intoxication, Evading Arrest, Resisting Arrest, Drug Possession - Misdemeanor, Drug Possession - Felony",Arrest,Detention/Frisk,Held Suspect Down
907,Male,White,3,No injuries noted or visible,No,Black,Male,No injuries noted or visible,No,None detected,No Arrest,Service Call,Weapon Display,Weapon display at Person
908,Male,Hispanic,7,No injuries noted or visible,No,White,Male,Injury Not Related to Force,Yes,Alchohol,Assault/FV,Service Call,Other,Verbal Command
909,Male,Asian,10,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,None detected,Other Felony Arrest,Service Call,Assault to Other Person,Weapon display at Person
910,Male,Hispanic,1,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,None detected,"Unauthorize Use Vehicle, Evading Arrest",Traffic Stop,Arrest,Verbal Command
911,Male,White,3,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,None detected,"Other Misdemeanor Arrest, Resisting Arrest",Arrest,Arrest,Verbal Command
